	Virulent	Temperate
M2097_k119_6392_flag=0_multi=378.4275_len=29426	0.672522026	0.327477974
M2028_k119_90271_flag=0_multi=20.9923_len=51733_fragment_1	0.9375	0.0625
C3001_k119_87160_flag=0_multi=31.7939_len=71652_fragment_1	0	1
H4044_k119_2686_flag=1_multi=43.9443_len=63175_fragment_1	0.025	0.975
C3009_k119_10728_flag=1_multi=62.7378_len=39078	0	1
H4008_k119_115302_flag=0_multi=56.9524_len=23633	0.655176211	0.344823789
H4035_k119_58945_flag=0_multi=50.1509_len=19789	0.811878202	0.188121798
M2014_k119_51800_flag=0_multi=639.4910_len=49961	0.775	0.225
E5006_k119_19586_flag=1_multi=24.0000_len=5704	0.811878202	0.188121798
H4023_k119_128246_flag=0_multi=29.9260_len=15798	0.811878202	0.188121798
H4008_k119_94469_flag=0_multi=86.9413_len=58693	0	1
C3003_k119_10523_flag=1_multi=29.0000_len=23848	0.975	0.025
H4031_k119_112695_flag=0_multi=17.0000_len=20998	0.0875	0.9125
C3017_k119_137082_flag=0_multi=45.0000_len=101418_fragment_1	0.2875	0.7125
P6037_k119_24767_flag=0_multi=20.9713_len=14059	0.811878202	0.188121798
C3021_k119_98413_flag=1_multi=18.0000_len=106442	0.0125	0.9875
C3027_k119_157323_flag=0_multi=45.9293_len=56444	0.025	0.975
P6005_k119_26233_flag=1_multi=12.6285_len=31720	0.975	0.025
P6018_k119_69386_flag=1_multi=22.0000_len=23965	0.7	0.3
H4009_k119_130281_flag=1_multi=19.4164_len=49145_fragment_2	0.0375	0.9625
P6014_k119_152138_flag=1_multi=153.0000_len=5533	0.811878202	0.188121798
E5002_k119_32714_flag=1_multi=12.5010_len=22591	0.8875	0.1125
M2024_k119_30648_flag=3_multi=32.0009_len=34018	0	1
E5009_k119_47073_flag=1_multi=22.0000_len=44296	0.832764317	0.167235683
C3003_k119_7379_flag=0_multi=77.9342_len=92689_fragment_1	0.375	0.625
H4040_k119_84256_flag=0_multi=105.9778_len=94850_fragment_1	0.05	0.95
E5013_k119_35842_flag=1_multi=55.0000_len=33935	0.1125	0.8875
M2034_k119_81582_flag=0_multi=72.2549_len=48145_fragment_1	0.1625	0.8375
C3005_k119_39578_flag=1_multi=44.0000_len=45415	0.9375	0.0625
C3031_k119_5940_flag=1_multi=1306.5574_len=149613	0.975	0.025
H4009_k119_109026_flag=1_multi=41.0000_len=25881	0.887720264	0.112279736
H4009_k119_44230_flag=0_multi=358.5233_len=107507_fragment_1	0	1
H4008_k119_157657_flag=0_multi=33.9571_len=30875	0.330176211	0.669823789
M2064_k119_88798_flag=1_multi=30.9472_len=26045	0.9875	0.0125
H4013_k119_47473_flag=3_multi=937.0000_len=59624	0.3	0.7
C3027_k119_5136_flag=0_multi=492.4762_len=51581	0.365088106	0.634911894
M2021_k119_84730_flag=0_multi=16.0637_len=39470	0.0125	0.9875
H4024_k119_48770_flag=1_multi=15.9976_len=31763	0.745154185	0.254845815
M2068_k119_130750_flag=1_multi=34.9567_len=29186	0.15	0.85
H4019_k119_215002_flag=0_multi=79.9616_len=82405	0.05	0.95
C3028_k119_83301_flag=1_multi=13.0000_len=22732	0.882544053	0.117455947
C3008_k119_155983_flag=3_multi=57.0093_len=6276	0.811878202	0.188121798
P6016_k119_31021_flag=0_multi=66.3235_len=116973_fragment_1	0.025	0.975
C3032_k119_121460_flag=1_multi=12.0000_len=27810	0.725	0.275
M2039_k119_143112_flag=3_multi=655.0075_len=87070	1	0
M2034_k119_191985_flag=0_multi=123.1042_len=51716_fragment_1	0	1
P6038_k119_90728_flag=0_multi=256.8442_len=89844_fragment_1	0.0875	0.9125
M2042_k119_378135_flag=3_multi=2653.0257_len=103369	1	0
M2084_k119_98596_flag=0_multi=330.0786_len=100930_fragment_2	0.6	0.4
M2048_k119_71067_flag=1_multi=11.0000_len=3456	0.811878202	0.188121798
H4007_k119_77966_flag=1_multi=21.0000_len=46670_fragment_1	0.0125	0.9875
M2021_k119_55003_flag=1_multi=16.7428_len=62293	0.774540738	0.225459262
H4004_k119_3908_flag=1_multi=64.0000_len=25582	0.643106551	0.356893449
C3035_k119_106470_flag=0_multi=102.9566_len=47132	0.597522026	0.402477974
M2042_k119_55657_flag=0_multi=478.0000_len=63119	0.757889592	0.242110408
H4022_k119_160559_flag=0_multi=24.9646_len=38749	0.975	0.025
H4028_k119_3928_flag=1_multi=8.0000_len=3521	0.811878202	0.188121798
P6010_k119_4366_flag=0_multi=285.8426_len=82801_fragment_1	0.886083005	0.113916995
M2068_k119_138003_flag=0_multi=154.0616_len=176338_fragment_2	0.740418502	0.259581498
M2025_k119_1745_flag=1_multi=82.8074_len=107609_fragment_1	0.842566079	0.157433921
M2026_k119_17370_flag=1_multi=83.0000_len=90677_fragment_2	0.1	0.9
H4038_k119_30006_flag=0_multi=48.8393_len=86338_fragment_1	0.0625	0.9375
H4028_k119_87033_flag=0_multi=255.1069_len=11540	0.737610132	0.262389868
C3023_k119_77139_flag=0_multi=101.8443_len=70835_fragment_1	0	1
M2064_k119_181394_flag=1_multi=14.0000_len=40333	0.2125	0.7875
P6010_k119_31062_flag=1_multi=332.9429_len=17572	0.848194799	0.151805201
E5004_k119_59397_flag=0_multi=59.9643_len=33181	0	1
H4014_k119_3428_flag=0_multi=38.5445_len=25833	0	1
H4006_k119_12388_flag=1_multi=246.0000_len=87223	0.025	0.975
C3027_k119_89173_flag=0_multi=20.9797_len=19860	0.0125	0.9875
H4016_k119_8055_flag=1_multi=225.8523_len=30584	0.960352423	0.039647577
H4022_k119_39705_flag=0_multi=31.9677_len=19329	0.96713753	0.03286247
H4043_k119_90693_flag=0_multi=28.9814_len=30170	0.025	0.975
M2014_k119_137547_flag=3_multi=32.0059_len=5529	0.870481419	0.129518581
M2039_k119_53353_flag=1_multi=22.0000_len=13395	0.934257068	0.065742932
C3021_k119_44431_flag=0_multi=152.1985_len=46822_fragment_1	0	1
M2064_k119_223163_flag=1_multi=19.0000_len=46519	0.9125	0.0875
C3004_k119_25248_flag=0_multi=23.9626_len=24853	0.811878202	0.188121798
M2061_k119_215514_flag=1_multi=28.5792_len=42440	0.2125	0.7875
M2077_k119_29513_flag=1_multi=26.0000_len=5911	0.811878202	0.188121798
M2042_k119_217536_flag=0_multi=3426.1583_len=14080	0.849015252	0.150984748
P6010_k119_9047_flag=1_multi=98.0000_len=112274	0	1
P6005_k119_17057_flag=0_multi=69.4696_len=70641_fragment_1	0.118088665	0.881911335
M2042_k119_282768_flag=0_multi=46.2924_len=5146	0.811878202	0.188121798
M2039_k119_72698_flag=0_multi=3444.7626_len=60033	0.2125	0.7875
C3004_k119_70562_flag=1_multi=25.0000_len=3532	0.997298624	0.002701376
M2061_k119_113945_flag=0_multi=42.0000_len=37238	0.075	0.925
H4008_k119_150313_flag=0_multi=39.5942_len=41003_fragment_1	0	1
M2047_k119_261546_flag=3_multi=67.0022_len=30950	0.775	0.225
H4009_k119_163218_flag=1_multi=35.0000_len=13796	0.964487474	0.035512526
H4008_k119_180486_flag=3_multi=287.0000_len=44531	0.990088106	0.009911894
M2034_k119_189491_flag=0_multi=624.6538_len=54344_fragment_1	0.9875	0.0125
H4009_k119_101306_flag=0_multi=36.3368_len=29694	0.6	0.4
P6024_k119_15827_flag=0_multi=32.7092_len=32212	0.8375	0.1625
H4023_k119_19208_flag=0_multi=65.9693_len=42499	0	1
M2042_k119_132048_flag=0_multi=222.5638_len=31111	0.838132718	0.161867282
H4006_k119_242320_flag=3_multi=95.0026_len=36480	0.05	0.95
M2010_k119_3264_flag=0_multi=59.9251_len=32394	0.9875	0.0125
M2075_k119_23065_flag=0_multi=159.7034_len=244027_fragment_2	0.825	0.175
M2061_k119_89549_flag=1_multi=12.0000_len=17246	0.930506608	0.069493392
H4013_k119_77337_flag=0_multi=1116.6225_len=104980_fragment_1	0.0375	0.9625
C3032_k119_102970_flag=0_multi=231.7862_len=43331	0.9	0.1
H4023_k119_53567_flag=1_multi=21.0886_len=40286_fragment_1	0.1625	0.8375
P6018_k119_16495_flag=1_multi=42.0000_len=48711_fragment_1	0.8625	0.1375
H4006_k119_210757_flag=1_multi=10.0000_len=24273	0.969769594	0.030230406
C3009_k119_2587_flag=0_multi=41.9638_len=22771	0.964110712	0.035889288
H4022_k119_51537_flag=0_multi=20.0000_len=43348	0.05	0.95
C3012_k119_6720_flag=0_multi=200.6535_len=35443	0.877199924	0.122800076
C3010_k119_155200_flag=1_multi=69.0649_len=187333_fragment_2	0	1
H4022_k119_22899_flag=1_multi=24.0000_len=34015	0.0375	0.9625
C3027_k119_160411_flag=1_multi=19.0000_len=38580	0.9875	0.0125
M2039_k119_9873_flag=1_multi=18.0000_len=21167	0.771324369	0.228675631
M2042_k119_365074_flag=1_multi=37.9982_len=41467	0.9875	0.0125
C3021_k119_191949_flag=0_multi=138.1742_len=68412_fragment_1	0.811878202	0.188121798
E5004_k119_136469_flag=3_multi=94.0057_len=16735	0	1
C3035_k119_61861_flag=0_multi=81.7159_len=15357_fragment_1	0.998951454	0.001048546
M2072_k119_123493_flag=1_multi=18.0000_len=43398	0.0125	0.9875
M2028_k119_53323_flag=0_multi=49.9589_len=47801	0.0125	0.9875
H4039_k119_164203_flag=1_multi=9.0000_len=5227	0.997298624	0.002701376
M2042_k119_118361_flag=1_multi=41.0000_len=51067	0.9875	0.0125
C3028_k119_2976_flag=1_multi=303.7844_len=28222	0.912610132	0.087389868
P6033_k119_56963_flag=0_multi=95.9121_len=43349	0.0125	0.9875
H4006_k119_21461_flag=0_multi=19.9887_len=33781	0.0125	0.9875
C3011_k119_149096_flag=1_multi=46.9788_len=43421	0	1
M2069_k119_52674_flag=0_multi=139.9517_len=115205	0.075	0.925
E5002_k119_272_flag=0_multi=108.9727_len=79243_fragment_1	0	1
H4024_k119_164421_flag=0_multi=772.8520_len=104432_fragment_1	0.4625	0.5375
M2014_k119_113922_flag=0_multi=17.9809_len=35690_fragment_1	0.025	0.975
M2027_k119_18357_flag=0_multi=89.2034_len=46750	0.0125	0.9875
H4032_k119_39700_flag=0_multi=283.8963_len=54687	0.85	0.15
C3006_k119_67784_flag=1_multi=47.0000_len=28628	0.970154185	0.029845815
C3006_k119_27742_flag=0_multi=60.9684_len=76048	0	1
C3015_k119_35327_flag=0_multi=47.8902_len=30280	0.05	0.95
M2041_k119_136822_flag=0_multi=221.9078_len=48040	0.0125	0.9875
H4022_k119_151203_flag=1_multi=64.2785_len=44236	0.1125	0.8875
C3002_k119_45696_flag=1_multi=68.0000_len=136958	0.899136829	0.100863171
H4043_k119_97097_flag=1_multi=15.0000_len=32600	0	1
H4016_k119_9441_flag=1_multi=15.9967_len=4601	0.811878202	0.188121798
H4045_k119_88088_flag=1_multi=703.0000_len=16694	0.811878202	0.188121798
H4001_k119_9949_flag=1_multi=2120.0192_len=94429_fragment_2	0.1	0.9
H4004_k119_20411_flag=1_multi=66.7123_len=32845	0.0375	0.9625
P6024_k119_54302_flag=1_multi=10.0000_len=4618	0.998642106	0.001357894
M2039_k119_72896_flag=3_multi=257.0000_len=35034	0.05	0.95
M2047_k119_44023_flag=1_multi=8.0000_len=4342	0.811878202	0.188121798
H4031_k119_52730_flag=1_multi=35.0000_len=62692	0.836240793	0.163759207
H4008_k119_248438_flag=3_multi=115.0035_len=32738	0	1
P6016_k119_122310_flag=3_multi=426.0000_len=38598	0	1
H4006_k119_21010_flag=1_multi=25.0000_len=19987	0.931779094	0.068220906
M2034_k119_201544_flag=0_multi=39.9618_len=20542	0.899683399	0.100316601
M2042_k119_224036_flag=1_multi=17.0000_len=20559	0.8375	0.1625
M2010_k119_44518_flag=0_multi=12.8502_len=27229	0.025	0.975
E5009_k119_95468_flag=0_multi=22.0194_len=32072	1	0
C3035_k119_76592_flag=1_multi=31.0000_len=113976_fragment_2	0.9375	0.0625
C3005_k119_9524_flag=0_multi=192.9508_len=78221	0.95	0.05
P6014_k119_80428_flag=1_multi=19.9938_len=61218_fragment_1	0	1
P6038_k119_34573_flag=0_multi=970.6386_len=63508	0	1
H4013_k119_38669_flag=1_multi=67.0000_len=38300	0	1
P6010_k119_73397_flag=0_multi=73.9488_len=28619	0.825	0.175
P6010_k119_67079_flag=0_multi=35.0000_len=39464	0	1
M2097_k119_150657_flag=3_multi=33.0010_len=32600	0.1125	0.8875
P6037_k119_125227_flag=3_multi=28.8734_len=33889	0.3375	0.6625
M2084_k119_73368_flag=1_multi=19.0000_len=22002	0	1
H4039_k119_36429_flag=1_multi=59.9853_len=80281	0.0125	0.9875
P6010_k119_16135_flag=0_multi=68.4380_len=23884	0.895430387	0.104569613
H4004_k119_64860_flag=0_multi=26.1241_len=61807_fragment_2	0	1
C3009_k119_61664_flag=1_multi=46.0000_len=7400	0.811878202	0.188121798
P6013_k119_50298_flag=0_multi=425.8329_len=215102_fragment_1	0	1
E5013_k119_108675_flag=0_multi=17.0143_len=53810	0.0625	0.9375
H4006_k119_18530_flag=0_multi=13.7016_len=24006	0.811878202	0.188121798
P6037_k119_86117_flag=1_multi=22.0000_len=57018_fragment_1	0	1
M2064_k119_247267_flag=1_multi=112.0825_len=42346	0.875	0.125
M2079_k119_116840_flag=0_multi=251.9431_len=759028_fragment_2	0.0125	0.9875
P6024_k119_54751_flag=0_multi=34.9147_len=36411	0.93710522	0.06289478
C3029_k119_101167_flag=0_multi=208.9316_len=60901_fragment_1	0.811522606	0.188477394
H4008_k119_208654_flag=0_multi=22.9824_len=72791_fragment_1	0.575	0.425
H4040_k119_82260_flag=1_multi=31.2515_len=40580	0.0375	0.9625
C3005_k119_68071_flag=1_multi=299.0000_len=90114	0.920044053	0.079955947
H4027_k119_54056_flag=1_multi=16.0000_len=28733	0	1
P6028_k119_103654_flag=0_multi=69.0000_len=31389	0.875	0.125
M2083_k119_25151_flag=0_multi=115.2783_len=33277	0.923802342	0.076197658
H4019_k119_198310_flag=0_multi=45.9531_len=19312	0.888055613	0.111944387
C3001_k119_44351_flag=1_multi=13.0000_len=4746	0.811878202	0.188121798
H4044_k119_1434_flag=1_multi=19.9030_len=30783	0.0625	0.9375
C3010_k119_135828_flag=1_multi=39.0000_len=36331	0.9625	0.0375
M2039_k119_61797_flag=1_multi=23.0000_len=44065_fragment_1	0.949446177	0.050553823
P6009_k119_176122_flag=1_multi=13.0000_len=5823	0.811878202	0.188121798
H4014_k119_11862_flag=1_multi=34.2220_len=62950_fragment_1	0.8625	0.1375
M2028_k119_95157_flag=1_multi=19.0000_len=26496	0	1
M2027_k119_37736_flag=1_multi=15.5789_len=87089_fragment_2	0.8625	0.1375
M2097_k119_58327_flag=1_multi=37.0000_len=26020	0.0125	0.9875
P6024_k119_27901_flag=1_multi=16.0000_len=31325	0.0625	0.9375
C3012_k119_1868_flag=0_multi=54.9673_len=33120	0	1
P6018_k119_92157_flag=0_multi=101.9409_len=41176	0	1
C3021_k119_3509_flag=0_multi=84.7019_len=70269_fragment_1	0.1	0.9
M2084_k119_79622_flag=0_multi=31.3982_len=41079	0.9375	0.0625
H4019_k119_170342_flag=0_multi=18.5111_len=57211_fragment_1	0	1
M2064_k119_216752_flag=1_multi=175.0000_len=10837	0.811878202	0.188121798
P6013_k119_81584_flag=1_multi=70.0000_len=64804	0.899844588	0.100155412
C3032_k119_72806_flag=1_multi=89.0000_len=54903	0	1
H4030_k119_39827_flag=1_multi=33.0000_len=27416	0	1
M2083_k119_25519_flag=1_multi=215.0000_len=85922	0.999210342	0.000789658
M2069_k119_122516_flag=0_multi=26.0000_len=33117	0.585022026	0.414977974
H4013_k119_89385_flag=0_multi=36.7034_len=29616	0.9125	0.0875
H4045_k119_30211_flag=1_multi=7.0000_len=4486	0.811878202	0.188121798
H4022_k119_16725_flag=0_multi=183.8405_len=46002	0.025	0.975
M2060_k119_2673_flag=0_multi=75.1143_len=51656_fragment_1	0.025	0.975
M2034_k119_157855_flag=0_multi=82.7650_len=49140	0.85	0.15
M2042_k119_25050_flag=0_multi=624.7754_len=69579	0.792566079	0.207433921
C3028_k119_97826_flag=1_multi=47.0000_len=164878	0.85	0.15
H4045_k119_86230_flag=0_multi=220.8220_len=24840	0.886189546	0.113810454
M2047_k119_72228_flag=0_multi=24.9939_len=157074	0.025	0.975
H4032_k119_29978_flag=1_multi=170.0000_len=39513	0.05	0.95
H4014_k119_121717_flag=1_multi=18.0000_len=31978	0.931146377	0.068853623
M2041_k119_26354_flag=1_multi=57.0000_len=33381	0.960022026	0.039977974
C3001_k119_2405_flag=1_multi=23.0000_len=21763	0.816381616	0.183618384
H4008_k119_72138_flag=1_multi=28.4880_len=59179_fragment_1	0	1
M2039_k119_63828_flag=1_multi=234.0000_len=51326	0.0125	0.9875
C3010_k119_120191_flag=0_multi=29.6609_len=88065_fragment_1	0.932544053	0.067455947
C3002_k119_19970_flag=1_multi=25.0000_len=11567	0.88003125	0.11996875
P6038_k119_93489_flag=1_multi=56.6436_len=44721	0.025	0.975
H4043_k119_45181_flag=0_multi=37.2420_len=40793_fragment_1	0.1125	0.8875
H4022_k119_130722_flag=0_multi=184.2693_len=39152	0.075	0.925
P6014_k119_114835_flag=0_multi=48.9472_len=36505	0.15	0.85
C3023_k119_22499_flag=0_multi=84.6285_len=29013	0.772964345	0.227035655
H4006_k119_21216_flag=0_multi=495.9293_len=140115_fragment_2	0.675	0.325
C3022_k119_35049_flag=1_multi=25.0000_len=42409	0.375	0.625
C3006_k119_192556_flag=1_multi=26.0000_len=20789	0.791311563	0.208688437
M2039_k119_76360_flag=1_multi=11.9592_len=6051	0.997298624	0.002701376
C3021_k119_26778_flag=1_multi=10.0000_len=5567	0.0125	0.9875
C3037_k119_67296_flag=0_multi=56.9969_len=58397	0.1	0.9
C3005_k119_36776_flag=1_multi=27.0000_len=105474	0.975	0.025
M2072_k119_220346_flag=1_multi=46.0000_len=59530	0.05	0.95
C3034_k119_78789_flag=1_multi=44.2597_len=29248	0.7375	0.2625
M2072_k119_74987_flag=0_multi=78.5801_len=54771	0	1
C3001_k119_104186_flag=1_multi=23.5896_len=143309_fragment_1	0	1
M2061_k119_197260_flag=1_multi=46.9572_len=52789	0.875	0.125
M2061_k119_76985_flag=3_multi=48.0000_len=43290	0.0125	0.9875
M2084_k119_145718_flag=0_multi=82.9848_len=108321	0.0125	0.9875
H4031_k119_140469_flag=3_multi=39.0070_len=5679	0.928769668	0.071230332
P6014_k119_19540_flag=0_multi=37.2281_len=85513_fragment_1	0	1
M2085_k119_34643_flag=1_multi=15.0000_len=4188	0.811878202	0.188121798
M2039_k119_67502_flag=0_multi=74.8621_len=21584	0.865427631	0.134572369
M2064_k119_142651_flag=1_multi=22.0000_len=20625	0.904732092	0.095267908
H4013_k119_80846_flag=1_multi=41.0000_len=14195	0.811878202	0.188121798
H4009_k119_150063_flag=0_multi=39.9329_len=25699_fragment_1	0.997576148	0.002423852
C3028_k119_90538_flag=0_multi=22.9935_len=67773_fragment_1	0.4875	0.5125
M2091_k119_49816_flag=0_multi=24.6228_len=24223	0.811878202	0.188121798
P6037_k119_116644_flag=0_multi=17.5984_len=10626	0.811878202	0.188121798
P6028_k119_113929_flag=0_multi=50.6532_len=31810	0.486710342	0.513289658
M2069_k119_143666_flag=1_multi=35.9240_len=18531_fragment_1	0.0375	0.9625
P6033_k119_31143_flag=1_multi=514.7044_len=69672	0	1
C3023_k119_38462_flag=0_multi=89.0000_len=28354_fragment_1	0.999505277	0.000494723
M2042_k119_121773_flag=0_multi=27.0267_len=36245	0.709044633	0.290955367
P6035_k119_6954_flag=1_multi=19.0000_len=3730	0.05	0.95
M2083_k119_171254_flag=1_multi=11.0000_len=4347	0.811878202	0.188121798
M2064_k119_297383_flag=0_multi=323.6907_len=41896	0.460022026	0.539977974
C3037_k119_31403_flag=0_multi=144.9360_len=45089	0.0125	0.9875
P6017_k119_125267_flag=0_multi=22.0424_len=43242	0.65	0.35
C3006_k119_113919_flag=1_multi=8.0000_len=5793	0.1375	0.8625
M2014_k119_32479_flag=0_multi=76.9684_len=48198_fragment_1	0	1
C3031_k119_32821_flag=1_multi=80.0000_len=76355_fragment_1	0.7875	0.2125
C3017_k119_54062_flag=1_multi=104.9454_len=76245_fragment_1	0.2375	0.7625
C3006_k119_63426_flag=1_multi=20.1012_len=59140_fragment_1	0.025	0.975
H4016_k119_39219_flag=0_multi=1251.3813_len=40558	0.0375	0.9625
M2041_k119_26737_flag=0_multi=86.9938_len=275828_fragment_1	0.0125	0.9875
C3031_k119_5309_flag=0_multi=33.1436_len=40539	0.05	0.95
H4010_k119_65685_flag=0_multi=33.9797_len=32648	0.8	0.2
H4042_k119_46688_flag=0_multi=55.0000_len=79616	0.0125	0.9875
M2061_k119_22571_flag=0_multi=265.8845_len=91918	0	1
C3005_k119_171306_flag=1_multi=16.0000_len=18379	0.9	0.1
C3016_k119_23356_flag=0_multi=63.7259_len=45255_fragment_1	0.998715619	0.001284381
P6005_k119_73215_flag=0_multi=54.3352_len=33443	0.075	0.925
M2021_k119_30607_flag=1_multi=15.0000_len=21777	0.225	0.775
M2069_k119_58240_flag=1_multi=111.7123_len=109575_fragment_3	0.0125	0.9875
C3011_k119_63589_flag=0_multi=747.7845_len=69439	0.969490229	0.030509771
M2034_k119_140295_flag=1_multi=49.2549_len=44037	0.2375	0.7625
M2034_k119_250387_flag=3_multi=27.0007_len=39696	0.0375	0.9625
H4017_k119_53773_flag=0_multi=33.0000_len=20651_fragment_1	0	1
H4044_k119_76462_flag=3_multi=265.0000_len=57857	0.1375	0.8625
P6005_k119_133969_flag=0_multi=40.0504_len=43692	0.975	0.025
H4031_k119_27626_flag=1_multi=32.7277_len=62514	0.125	0.875
P6014_k119_152154_flag=1_multi=16.0000_len=6069	0.811878202	0.188121798
M2068_k119_57459_flag=0_multi=54.9035_len=35950	0.0125	0.9875
C3003_k119_71280_flag=0_multi=51.0000_len=3134	0.811878202	0.188121798
C3010_k119_71599_flag=1_multi=35.0000_len=57618	0	1
M2071_k119_121965_flag=3_multi=29.0008_len=37710	0	1
P6028_k119_30662_flag=0_multi=132.5092_len=107107_fragment_1	0.05	0.95
M2071_k119_115964_flag=1_multi=12.0000_len=22283	0	1
H4023_k119_13180_flag=1_multi=24.0000_len=50229	1	0
M2021_k119_120218_flag=1_multi=168.9268_len=46032	0.542676211	0.457323789
M2085_k119_111786_flag=1_multi=39.0000_len=23981	0.972522026	0.027477974
H4040_k119_105529_flag=0_multi=71.6312_len=44800	0.025	0.975
M2060_k119_125690_flag=0_multi=62.6626_len=39904	0.7375	0.2625
M2068_k119_57238_flag=1_multi=229.9873_len=54324	0.9375	0.0625
M2048_k119_243561_flag=0_multi=132.2610_len=43066	0.0125	0.9875
C3015_k119_155064_flag=3_multi=53.0085_len=6320	0.811878202	0.188121798
P6016_k119_139261_flag=0_multi=34.0989_len=32096	0.75	0.25
C3006_k119_64091_flag=0_multi=40.9699_len=26697	0.875	0.125
H4007_k119_135836_flag=3_multi=16.0004_len=44426	0.05	0.95
C3011_k119_100592_flag=1_multi=930.9968_len=164929	0.9625	0.0375
M2042_k119_135272_flag=1_multi=18.0000_len=5827	0.86912682	0.13087318
M2069_k119_148140_flag=1_multi=17.0000_len=23148	0.969066659	0.030933341
M2048_k119_213032_flag=0_multi=54.9587_len=52455	0.0875	0.9125
M2027_k119_56387_flag=0_multi=17.9780_len=21775_fragment_1	0	1
H4014_k119_6676_flag=1_multi=79.4717_len=23674	0.95	0.05
P6035_k119_38216_flag=0_multi=34.9854_len=46787	0.0125	0.9875
C3022_k119_2736_flag=0_multi=58.9899_len=120669_fragment_1	0.0625	0.9375
H4010_k119_156981_flag=1_multi=1521.0000_len=112248	0.7	0.3
M2103_k119_28151_flag=1_multi=10.9452_len=6146	0.811878202	0.188121798
C3032_k119_1050_flag=0_multi=519.0000_len=41131	0.811878202	0.188121798
M2014_k119_48718_flag=0_multi=99.7375_len=18416	0.025	0.975
C3029_k119_98132_flag=1_multi=65.1259_len=86153_fragment_2	0.0375	0.9625
M2039_k119_11191_flag=1_multi=52.0000_len=19169	0.811878202	0.188121798
H4006_k119_185474_flag=0_multi=79.9391_len=48187_fragment_1	0.0625	0.9375
C3031_k119_41969_flag=1_multi=13.0000_len=26275	0.827887264	0.172112736
C3029_k119_107852_flag=0_multi=53.0000_len=18486	0.811878202	0.188121798
C3015_k119_74843_flag=1_multi=14.0000_len=28210	0.836946177	0.163053823
H4028_k119_121127_flag=3_multi=69.0104_len=6769	0.811878202	0.188121798
C3027_k119_73004_flag=0_multi=67.6108_len=42950_fragment_1	0.85561674	0.14438326
M2064_k119_835_flag=0_multi=156.4197_len=55957_fragment_1	0.625	0.375
M2008_k119_8196_flag=0_multi=213.0000_len=40879	0.725	0.275
C3035_k119_17854_flag=0_multi=83.9454_len=60883_fragment_1	0.1125	0.8875
H4022_k119_22165_flag=0_multi=568.2405_len=79462_fragment_1	0.0625	0.9375
C3004_k119_43211_flag=1_multi=28.9812_len=50876_fragment_1	0.8375	0.1625
M2025_k119_93307_flag=0_multi=48.9648_len=76470_fragment_1	0	1
C3006_k119_3446_flag=1_multi=21.0000_len=69594_fragment_1	0.025	0.975
C3001_k119_2915_flag=0_multi=191.8467_len=44302	0.931033884	0.068966116
M2072_k119_145466_flag=0_multi=32.9796_len=31458	0	1
M2084_k119_231499_flag=0_multi=46.9851_len=61731_fragment_1	0.0375	0.9625
M2061_k119_225829_flag=1_multi=125.0000_len=93873_fragment_1	0	1
C3003_k119_83069_flag=1_multi=169.4526_len=160035_fragment_3	0.025	0.975
M2069_k119_111879_flag=0_multi=59.9513_len=24357	0.835377622	0.164622378
P6033_k119_19460_flag=0_multi=25.5971_len=66836_fragment_2	0	1
P6018_k119_198478_flag=3_multi=435.0106_len=41116	0	1
C3010_k119_60582_flag=0_multi=367.7792_len=137527_fragment_1	0.9	0.1
H4045_k119_196357_flag=0_multi=16.9955_len=71239_fragment_1	0.5625	0.4375
H4032_k119_138683_flag=1_multi=20.0000_len=69465	0	1
M2034_k119_78600_flag=0_multi=99.9761_len=46285	0.2	0.8
M2021_k119_130499_flag=3_multi=14.0025_len=5637	0.967786344	0.032213656
H4040_k119_69639_flag=1_multi=11.0000_len=2536	0.811878202	0.188121798
H4039_k119_112002_flag=0_multi=24.4556_len=31710	0.999505277	0.000494723
M2042_k119_275287_flag=1_multi=24.0000_len=21198	0.943956527	0.056043473
M2091_k119_16473_flag=1_multi=38.0000_len=134235	0	1
C3037_k119_21084_flag=1_multi=8.0000_len=4521	0.811878202	0.188121798
C3022_k119_200198_flag=0_multi=48.9847_len=62762_fragment_1	0.899238679	0.100761321
H4009_k119_145557_flag=0_multi=39.0000_len=37225	0.796790096	0.203209904
M2061_k119_197142_flag=1_multi=18.0000_len=114078	0.0125	0.9875
M2084_k119_2615_flag=1_multi=24.0000_len=43948	0.8625	0.1375
E5009_k119_103914_flag=0_multi=27.0000_len=40515_fragment_1	0.1375	0.8625
M2085_k119_51150_flag=0_multi=484.9104_len=91781_fragment_1	0	1
M2028_k119_135618_flag=1_multi=12.0000_len=25481	0.882544053	0.117455947
C3032_k119_215103_flag=3_multi=58.0043_len=13599	0.0125	0.9875
H4008_k119_207478_flag=1_multi=20.0000_len=36667_fragment_1	0.8875	0.1125
M2084_k119_82717_flag=0_multi=78.6662_len=64773	0.1875	0.8125
P6017_k119_125518_flag=0_multi=7.9586_len=4688	0.025	0.975
P6035_k119_113485_flag=3_multi=29.0049_len=6060	0.811878202	0.188121798
P6012_k119_76268_flag=1_multi=15.0000_len=25087	0.961376782	0.038623218
M2014_k119_35300_flag=0_multi=433.2220_len=8607	0	1
P6024_k119_12302_flag=0_multi=1094.5001_len=87654	0.9125	0.0875
H4006_k119_227481_flag=1_multi=160.8464_len=43857	0.4625	0.5375
P6010_k119_36855_flag=1_multi=10.0000_len=3681	0.928473641	0.071526359
